auc,best_threshold_original_score_space,best_J,tp,fp,tn,fn,sensitivity,specificity,accuracy,score_direction,metric,column,n,tumor_n,non_tumor_n
0.7366220904569487,0.9620906710624695,0.34990778261085537,89791,87048,149517,35288,0.7178743034402257,0.6320334791706297,0.6617225780048888,higher=more_tumor,corr,corr,361644,125079,236565
0.7366220800139895,0.9620906710624695,0.34990778261085537,89791,87048,149517,35288,0.7178743034402257,0.6320334791706297,0.6617225780048888,higher=more_tumor,cosine,cosine,361644,125079,236565
0.7364835362968026,7.663021564483643,0.34958780729419914,89825,87188,149377,35254,0.7181461316448005,0.6314416756493987,0.6614294720775127,lower=more_tumor,l2,l2,361644,125079,236565
0.736377584025024,166.94378662109375,0.3496071858782067,87556,82892,153673,37523,0.7000055964630354,0.6496015894151713,0.667034431651016,lower=more_tumor,l1,l1,361644,125079,236565
