auc,best_threshold_original_score_space,best_J,tp,fp,tn,fn,sensitivity,specificity,accuracy,score_direction,metric,column,n,tumor_n,non_tumor_n
0.5999101484396429,0.9983909130096436,0.15680485469293987,81099,116290,120275,43980,0.6483822224354208,0.508422632257519,0.556829368107863,higher=more_tumor,cosine,cosine,361644,125079,236565
0.5999100676672388,0.9983909130096436,0.1567841782417202,81098,116293,120272,43981,0.6483742274882275,0.5084099507534927,0.5568183075068299,higher=more_tumor,corr,corr,361644,125079,236565
0.5994706272273422,1.5778077840805054,0.1560648183314982,81026,116327,120238,44053,0.6477985912903045,0.5082662270411937,0.5565252015794538,lower=more_tumor,l2,l2,361644,125079,236565
0.5980295165437352,35.25410461425781,0.15410647662358323,82464,119510,117055,42615,0.6592953253543761,0.4948111512692072,0.5517000143787814,lower=more_tumor,l1,l1,361644,125079,236565
