group,metric,direction,n,mean,std,median,p05,p25,p75,p95
all,cosine,higher=more_consistent,361644,0.9982120990753174,0.001216198899783194,0.9984719753265381,0.9964979290962219,0.9979072213172913,0.9988534450531006,0.9992281198501587
all,corr,higher=more_consistent,361644,0.9982120990753174,0.001216199016198516,0.9984719753265381,0.9964979290962219,0.9979072213172913,0.9988534450531006,0.9992281198501587
all,l2,lower=more_consistent,361644,1.6081669330596924,0.42463764548301697,1.5377538204193115,1.0930752754211426,1.3321462869644165,1.7993537187576294,2.327641248703003
all,l1,lower=more_consistent,361644,35.6585693359375,9.391316413879395,34.11186599731445,24.254085540771484,29.564712524414062,39.886314392089844,51.5443000793457
tumor,cosine,higher=more_consistent,125079,0.998444676399231,0.0007574367336928844,0.9986182451248169,0.99704509973526,0.9981756210327148,0.9989298582077026,0.999249279499054
non_tumor,cosine,higher=more_consistent,236565,0.9980891942977905,0.0013835198478773236,0.998375654220581,0.9962465763092041,0.9977661371231079,0.998797595500946,0.9992120265960693
tumor,corr,higher=more_consistent,125079,0.9984446167945862,0.0007574367336928844,0.9986181855201721,0.99704509973526,0.9981756210327148,0.9989298582077026,0.9992492198944092
non_tumor,corr,higher=more_consistent,236565,0.9980891942977905,0.0013835198478773236,0.998375654220581,0.9962465763092041,0.9977661371231079,0.9987976551055908,0.9992120265960693
tumor,l2,lower=more_consistent,125079,1.5152548551559448,0.3343597650527954,1.46258544921875,1.0781186819076538,1.287198543548584,1.680653691291809,2.138582944869995
non_tumor,l2,lower=more_consistent,236565,1.6572922468185425,0.457786500453949,1.5851173400878906,1.104295015335083,1.3640183210372925,1.8588123321533203,2.4094016551971436
tumor,l1,lower=more_consistent,125079,33.62815475463867,7.400460243225098,32.464637756347656,23.94584846496582,28.585830688476562,37.2940788269043,47.42774963378906
non_tumor,l1,lower=more_consistent,236565,36.732112884521484,10.12620735168457,35.15023422241211,24.483579635620117,30.257755279541016,41.185707092285156,53.36898422241211
