metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.19982029687928593,0.9984446960425208,0.9980890730100924,0.9986182451248169,0.998375654220581,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.1998201353344775,0.9984446957175234,0.9980890729042697,0.9986181855201721,0.998375654220581,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.19894125445468447,1.5152551133560093,1.6572922733698399,1.46258544921875,1.5851173400878906,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.1960590330874703,33.62815690232918,36.73211181782851,32.464637756347656,35.15023422241211,mann_whitney_u,0.0
