metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.3923277158503782,0.9998975139760888,0.9998373230938336,0.9999175071716309,0.9998735189437866,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.3923278792877616,0.9998975141647971,0.9998373230628427,0.9999175071716309,0.9998735189437866,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.39187924174368904,0.38096582358791103,0.47399622946741404,0.3573872148990631,0.4423505961894989,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.39124882695171037,8.431572810311124,10.48857993610644,7.912904739379883,9.788566589355469,mann_whitney_u,0.0
