group,metric,direction,n,mean,std,median,p05,p25,p75,p95
all,cosine,higher=more_consistent,361644,0.9998581409454346,0.0001270158973056823,0.9998910427093506,0.9996594786643982,0.9998316168785095,0.9999271631240845,0.9999560117721558
all,corr,higher=more_consistent,361644,0.9998582005500793,0.00012701613013632596,0.9998910427093506,0.9996594786643982,0.9998316168785095,0.9999271631240845,0.9999560117721558
all,l2,lower=more_consistent,361644,0.44182056188583374,0.1558118313550949,0.41059809923171997,0.26096346974372864,0.33581334352493286,0.5103388428688049,0.7256725430488586
all,l1,lower=more_consistent,361644,9.777137756347656,3.448336601257324,9.086468696594238,5.773379325866699,7.430379867553711,11.292460441589355,16.05984878540039
tumor,cosine,higher=more_consistent,125079,0.9998974204063416,7.804764754837379e-05,0.9999175071716309,0.9997691512107849,0.9998785257339478,0.999941349029541,0.9999618530273438
non_tumor,cosine,higher=more_consistent,236565,0.9998374581336975,0.00014208912034519017,0.9998735189437866,0.999614417552948,0.9998080134391785,0.9999144077301025,0.9999492168426514
tumor,corr,higher=more_consistent,125079,0.9998974204063416,7.804758206475526e-05,0.9999175071716309,0.9997692108154297,0.9998785257339478,0.999941349029541,0.9999618530273438
non_tumor,corr,higher=more_consistent,236565,0.9998374581336975,0.0001420893968315795,0.9998735189437866,0.9996144771575928,0.9998080730438232,0.9999143481254578,0.9999492168426514
tumor,l2,lower=more_consistent,125079,0.38096582889556885,0.11629386991262436,0.3573872148990631,0.24315892159938812,0.3013174533843994,0.43361711502075195,0.5977185368537903
non_tumor,l2,lower=more_consistent,236565,0.47399625182151794,0.1642238348722458,0.4423505961894989,0.28050482273101807,0.36404120922088623,0.5448662638664246,0.7722105383872986
tumor,l1,lower=more_consistent,125079,8.431572914123535,2.573415517807007,7.912904739379883,5.3749284744262695,6.669747352600098,9.600522994995117,13.229616165161133
non_tumor,l1,lower=more_consistent,236565,10.488578796386719,3.6350009441375732,9.788566589355469,6.206532955169678,8.053496360778809,12.058389663696289,17.0933780670166
