tile_id,pair,percentile,hard_dice,fg_percentile
4,H-optimus vs MUSK,50,0.721202137382914,10.0
4,H-optimus vs MUSK,70,0.6080487356909978,10.0
4,H-optimus vs MUSK,90,0.7448138007491018,10.0
5,Conch vs H-optimus,10,0.9761842161993913,10.0
5,Conch vs H-optimus,30,0.9239671617102426,10.0
5,Conch vs H-optimus,50,0.7562404633755551,10.0
5,Conch vs H-optimus,70,0.6390172748788594,10.0
5,Conch vs H-optimus,90,0.8698039850963171,10.0
5,Conch vs MUSK,10,0.9913647032766751,10.0
5,Conch vs MUSK,30,0.9290327513249723,10.0
5,Conch vs MUSK,50,0.7497474904919166,10.0
5,Conch vs MUSK,70,0.8003309523335654,10.0
5,Conch vs MUSK,90,0.7582868024399866,10.0
5,H-optimus vs MUSK,10,0.9765067411841101,10.0
5,H-optimus vs MUSK,30,0.923234854948796,10.0
5,H-optimus vs MUSK,50,0.7682371792918891,10.0
5,H-optimus vs MUSK,70,0.6218221825436242,10.0
5,H-optimus vs MUSK,90,0.7708784360033482,10.0
6,Conch vs H-optimus,10,0.9512572835737986,10.0
6,Conch vs H-optimus,30,0.8337273310415506,10.0
6,Conch vs H-optimus,50,0.7790121346778232,10.0
6,Conch vs H-optimus,70,0.6918196632264885,10.0
6,Conch vs H-optimus,90,0.7886863442564395,10.0
6,Conch vs MUSK,10,0.9634174235967822,10.0
6,Conch vs MUSK,30,0.8860760217477198,10.0
6,Conch vs MUSK,50,0.794535232102553,10.0
6,Conch vs MUSK,70,0.48304133367946783,10.0
6,Conch vs MUSK,90,0.7253525146999465,10.0
6,H-optimus vs MUSK,10,0.9186527841269787,10.0
6,H-optimus vs MUSK,30,0.7850118752842409,10.0
6,H-optimus vs MUSK,50,0.7947600249774613,10.0
6,H-optimus vs MUSK,70,0.3907815282118759,10.0
6,H-optimus vs MUSK,90,0.7236824941298654,10.0
7,Conch vs H-optimus,10,0.9597988240108544,10.0
7,Conch vs H-optimus,30,0.9291644049142577,10.0
7,Conch vs H-optimus,50,0.911158324243928,10.0
7,Conch vs H-optimus,70,0.8522255839943071,10.0
7,Conch vs H-optimus,90,0.7749687590117558,10.0
7,Conch vs MUSK,10,0.9655720863571918,10.0
7,Conch vs MUSK,30,0.9411418893733575,10.0
7,Conch vs MUSK,50,0.9235793530912908,10.0
7,Conch vs MUSK,70,0.8740465665259702,10.0
7,Conch vs MUSK,90,0.7697302994499937,10.0
7,H-optimus vs MUSK,10,0.9677763743972743,10.0
7,H-optimus vs MUSK,30,0.9455778750358366,10.0
7,H-optimus vs MUSK,50,0.9362986977975275,10.0
7,H-optimus vs MUSK,70,0.90486590323076,10.0
7,H-optimus vs MUSK,90,0.763013233797017,10.0
8,Conch vs H-optimus,10,0.9157700878399982,10.0
8,Conch vs H-optimus,30,0.8427530774189949,10.0
8,Conch vs H-optimus,50,0.6510005829292591,10.0
8,Conch vs H-optimus,70,0.43489632834299125,10.0
8,Conch vs H-optimus,90,0.7807175837674605,10.0
8,Conch vs MUSK,10,0.9630664364503256,10.0
8,Conch vs MUSK,30,0.8990605478135404,10.0
8,Conch vs MUSK,50,0.8856011647979527,10.0
8,Conch vs MUSK,70,0.7455087988478252,10.0
8,Conch vs MUSK,90,0.7464073818847382,10.0
8,H-optimus vs MUSK,10,0.9273055581679589,10.0
8,H-optimus vs MUSK,30,0.8577547201782334,10.0
8,H-optimus vs MUSK,50,0.6835164240306002,10.0
8,H-optimus vs MUSK,70,0.39139005779988323,10.0
8,H-optimus vs MUSK,90,0.744978891621212,10.0
9,Conch vs H-optimus,10,0.9378190651420569,10.0
9,Conch vs H-optimus,30,0.8500348739210778,10.0
9,Conch vs H-optimus,50,0.7582122592085665,10.0
9,Conch vs H-optimus,70,0.6706939562308462,10.0
9,Conch vs H-optimus,90,0.7580879048191822,10.0
9,Conch vs MUSK,10,0.9511064774143133,10.0
9,Conch vs MUSK,30,0.8941916322469216,10.0
9,Conch vs MUSK,50,0.8557747454853253,10.0
9,Conch vs MUSK,70,0.8261101374307082,10.0
9,Conch vs MUSK,90,0.7954192117849277,10.0
9,H-optimus vs MUSK,10,0.9571454075640032,10.0
9,H-optimus vs MUSK,30,0.8752078704790699,10.0
9,H-optimus vs MUSK,50,0.7819589822142663,10.0
9,H-optimus vs MUSK,70,0.6893937231303079,10.0
9,H-optimus vs MUSK,90,0.7550746319403663,10.0
10,Conch vs H-optimus,10,0.9166704529543622,10.0
10,Conch vs H-optimus,30,0.7748163034005803,10.0
10,Conch vs H-optimus,50,0.6154095765992077,10.0
10,Conch vs H-optimus,70,0.3879872749802262,10.0
10,Conch vs H-optimus,90,0.7447074304178469,10.0
10,Conch vs MUSK,10,0.9566053574386827,10.0
10,Conch vs MUSK,30,0.9020283504694211,10.0
10,Conch vs MUSK,50,0.8627174876871687,10.0
10,Conch vs MUSK,70,0.8075339752782679,10.0
10,Conch vs MUSK,90,0.7530703631753356,10.0
10,H-optimus vs MUSK,10,0.9245835376636414,10.0
10,H-optimus vs MUSK,30,0.7926500204958112,10.0
10,H-optimus vs MUSK,50,0.6445038835794273,10.0
10,H-optimus vs MUSK,70,0.4190534081175802,10.0
10,H-optimus vs MUSK,90,0.7285297330789081,10.0
11,Conch vs H-optimus,10,0.9318654136254094,10.0
11,Conch vs H-optimus,30,0.8969487527855464,10.0
11,Conch vs H-optimus,50,0.6949073766682047,10.0
11,Conch vs H-optimus,70,0.561744413690662,10.0
11,Conch vs H-optimus,90,0.759707655949003,10.0
11,Conch vs MUSK,10,0.9270241901972818,10.0
11,Conch vs MUSK,30,0.8945787677045705,10.0
11,Conch vs MUSK,50,0.6978930972913315,10.0
11,Conch vs MUSK,70,0.4568971386279633,10.0
11,Conch vs MUSK,90,0.7495652761129143,10.0
11,H-optimus vs MUSK,10,0.9630356644742375,10.0
11,H-optimus vs MUSK,30,0.9216097842357219,10.0
11,H-optimus vs MUSK,50,0.7529919489373934,10.0
11,H-optimus vs MUSK,70,0.47704022294879467,10.0
11,H-optimus vs MUSK,90,0.7468385316314484,10.0
12,Conch vs H-optimus,10,0.9282703523766294,10.0
12,Conch vs H-optimus,30,0.9188263804579315,10.0
12,Conch vs H-optimus,50,0.7107181854421611,10.0
12,Conch vs H-optimus,70,0.5375091780073248,10.0
12,Conch vs H-optimus,90,0.8379104175110764,10.0
12,Conch vs MUSK,10,0.9775643586803522,10.0
12,Conch vs MUSK,30,0.8787086577173947,10.0
12,Conch vs MUSK,50,0.7319376130379843,10.0
12,Conch vs MUSK,70,0.5859708357149392,10.0
12,Conch vs MUSK,90,0.7520647255722568,10.0
12,H-optimus vs MUSK,10,0.9146843100822135,10.0
12,H-optimus vs MUSK,30,0.8515039912597491,10.0
12,H-optimus vs MUSK,50,0.6996891260280194,10.0
12,H-optimus vs MUSK,70,0.4802143650352859,10.0
12,H-optimus vs MUSK,90,0.7492399939534802,10.0
13,Conch vs H-optimus,10,0.9624242486962543,10.0
13,Conch vs H-optimus,30,0.7980292630140537,10.0
13,Conch vs H-optimus,50,0.7980292630140537,10.0
13,Conch vs H-optimus,70,0.7289560053878524,10.0
13,Conch vs H-optimus,90,0.797319441387173,10.0
13,Conch vs MUSK,10,0.9398273810260508,10.0
13,Conch vs MUSK,30,0.7871312244201826,10.0
13,Conch vs MUSK,50,0.7402465091192306,10.0
13,Conch vs MUSK,70,0.49262899559646817,10.0
13,Conch vs MUSK,90,0.7247837800664457,10.0
13,H-optimus vs MUSK,10,0.9229023505957873,10.0
13,H-optimus vs MUSK,30,0.7511904400837017,10.0
13,H-optimus vs MUSK,50,0.7401247202288084,10.0
13,H-optimus vs MUSK,70,0.3940251040180828,10.0
13,H-optimus vs MUSK,90,0.7245506072873907,10.0
14,Conch vs H-optimus,10,0.9422690163862253,10.0
14,Conch vs H-optimus,30,0.9422690163862253,10.0
14,Conch vs H-optimus,50,0.7709951400019485,10.0
14,Conch vs H-optimus,70,0.6369991230004504,10.0
14,Conch vs H-optimus,90,0.804065889783399,10.0
14,Conch vs MUSK,10,0.9631420982180122,10.0
14,Conch vs MUSK,30,0.9372284957632865,10.0
14,Conch vs MUSK,50,0.7382336319419616,10.0
14,Conch vs MUSK,70,0.5812785252170238,10.0
14,Conch vs MUSK,90,0.7421386791980584,10.0
14,H-optimus vs MUSK,10,0.9504158377235846,10.0
14,H-optimus vs MUSK,30,0.9407584996623676,10.0
14,H-optimus vs MUSK,50,0.8295169828481964,10.0
14,H-optimus vs MUSK,70,0.5586825553602842,10.0
14,H-optimus vs MUSK,90,0.7393079874776514,10.0
15,Conch vs H-optimus,10,0.974245567175552,10.0
15,Conch vs H-optimus,30,0.974245567175552,10.0
15,Conch vs H-optimus,50,0.8619324890154991,10.0
15,Conch vs H-optimus,70,0.7679456335021109,10.0
15,Conch vs H-optimus,90,0.8315124284836255,10.0
15,Conch vs MUSK,10,0.995062654810832,10.0
15,Conch vs MUSK,30,0.995062654810832,10.0
15,Conch vs MUSK,50,0.8130523654157571,10.0
15,Conch vs MUSK,70,0.6488077234950067,10.0
15,Conch vs MUSK,90,0.7533155233278669,10.0
15,H-optimus vs MUSK,10,0.972125811880902,10.0
15,H-optimus vs MUSK,30,0.972125811880902,10.0
15,H-optimus vs MUSK,50,0.8191621351247014,10.0
15,H-optimus vs MUSK,70,0.6504284825060318,10.0
15,H-optimus vs MUSK,90,0.7570727966899825,10.0
16,Conch vs H-optimus,10,0.9592800381076148,10.0
16,Conch vs H-optimus,30,0.8629472845204869,10.0
16,Conch vs H-optimus,50,0.8496080639140636,10.0
16,Conch vs H-optimus,70,0.7920056087034151,10.0
16,Conch vs H-optimus,90,0.8077742924977205,10.0
16,Conch vs MUSK,10,0.952593708504983,10.0
16,Conch vs MUSK,30,0.9563377770659071,10.0
16,Conch vs MUSK,50,0.8158564038343871,10.0
16,Conch vs MUSK,70,0.7487831602014173,10.0
16,Conch vs MUSK,90,0.7760682577317132,10.0
16,H-optimus vs MUSK,10,0.9631830852574463,10.0
16,H-optimus vs MUSK,30,0.8784974233208276,10.0
16,H-optimus vs MUSK,50,0.8827899524513833,10.0
16,H-optimus vs MUSK,70,0.835384075909728,10.0
16,H-optimus vs MUSK,90,0.8143743715978908,10.0
17,Conch vs H-optimus,10,0.9612186128182532,10.0
17,Conch vs H-optimus,30,0.884425873706454,10.0
17,Conch vs H-optimus,50,0.7816861686513876,10.0
17,Conch vs H-optimus,70,0.7083500519451634,10.0
17,Conch vs H-optimus,90,0.7374731987539352,10.0
17,Conch vs MUSK,10,0.9685517099299463,10.0
17,Conch vs MUSK,30,0.935358849838611,10.0
17,Conch vs MUSK,50,0.8692258158818836,10.0
17,Conch vs MUSK,70,0.7173639764507689,10.0
17,Conch vs MUSK,90,0.7233458549323816,10.0
17,H-optimus vs MUSK,10,0.9647934007314359,10.0
17,H-optimus vs MUSK,30,0.8966890958006416,10.0
17,H-optimus vs MUSK,50,0.7803741509946676,10.0
17,H-optimus vs MUSK,70,0.7227290231483308,10.0
17,H-optimus vs MUSK,90,0.7550392071967452,10.0
18,Conch vs H-optimus,10,0.9941368294403103,10.0
18,Conch vs H-optimus,30,0.9308020667275294,10.0
18,Conch vs H-optimus,50,0.8770056215881362,10.0
18,Conch vs H-optimus,70,0.6836746656840982,10.0
18,Conch vs H-optimus,90,0.8585546633723824,10.0
18,Conch vs MUSK,10,0.9939525806585475,10.0
18,Conch vs MUSK,30,0.8986976435100331,10.0
18,Conch vs MUSK,50,0.8986976435100331,10.0
18,Conch vs MUSK,70,0.6835601650719221,10.0
18,Conch vs MUSK,90,0.7855013363010223,10.0
18,H-optimus vs MUSK,10,0.998317844726154,10.0
18,H-optimus vs MUSK,30,0.8922120006461642,10.0
18,H-optimus vs MUSK,50,0.9199677866870042,10.0
18,H-optimus vs MUSK,70,0.9199677866870042,10.0
18,H-optimus vs MUSK,90,0.7899807957008094,10.0
19,Conch vs H-optimus,10,0.9539878495571028,10.0
19,Conch vs H-optimus,30,0.8812406413582778,10.0
19,Conch vs H-optimus,50,0.7623908673159092,10.0
19,Conch vs H-optimus,70,0.7376091979636523,10.0
19,Conch vs H-optimus,90,0.8210115064642837,10.0
19,Conch vs MUSK,10,0.9651080139571658,10.0
19,Conch vs MUSK,30,0.8954213181921011,10.0
19,Conch vs MUSK,50,0.8954213181921011,10.0
19,Conch vs MUSK,70,0.5109434184399938,10.0
19,Conch vs MUSK,90,0.7628034199796347,10.0
19,H-optimus vs MUSK,10,0.9569322886238202,10.0
19,H-optimus vs MUSK,30,0.8655192629815655,10.0
19,H-optimus vs MUSK,50,0.6980601135074799,10.0
19,H-optimus vs MUSK,70,0.45183126471925794,10.0
19,H-optimus vs MUSK,90,0.762167504619418,10.0
20,Conch vs H-optimus,10,0.9333915411954984,10.0
20,Conch vs H-optimus,30,0.8761473447510386,10.0
20,Conch vs H-optimus,50,0.7349001160188303,10.0
20,Conch vs H-optimus,70,0.5490328055250266,10.0
20,Conch vs H-optimus,90,0.7658147373809988,10.0
20,Conch vs MUSK,10,0.9286090346320505,10.0
20,Conch vs MUSK,30,0.8770209059022851,10.0
20,Conch vs MUSK,50,0.7184660088769563,10.0
20,Conch vs MUSK,70,0.4736473621747976,10.0
20,Conch vs MUSK,90,0.7544914241141568,10.0
20,H-optimus vs MUSK,10,0.9677732326161717,10.0
20,H-optimus vs MUSK,30,0.9511771420200215,10.0
20,H-optimus vs MUSK,50,0.898362566395339,10.0
20,H-optimus vs MUSK,70,0.6992235836217384,10.0
20,H-optimus vs MUSK,90,0.7502622407199988,10.0
21,Conch vs H-optimus,10,0.9337513795238038,10.0
21,Conch vs H-optimus,30,0.8585191443509672,10.0
21,Conch vs H-optimus,50,0.7905663700311694,10.0
21,Conch vs H-optimus,70,0.7301603594972305,10.0
21,Conch vs H-optimus,90,0.7275545095980577,10.0
21,Conch vs MUSK,10,0.9367310635041991,10.0
21,Conch vs MUSK,30,0.8656566518373957,10.0
21,Conch vs MUSK,50,0.79526157756716,10.0
21,Conch vs MUSK,70,0.738360820274164,10.0
21,Conch vs MUSK,90,0.7629947952334644,10.0
21,H-optimus vs MUSK,10,0.9773042347735934,10.0
21,H-optimus vs MUSK,30,0.9441501277651565,10.0
21,H-optimus vs MUSK,50,0.9269316357768098,10.0
21,H-optimus vs MUSK,70,0.92818628154696,10.0
21,H-optimus vs MUSK,90,0.7364566047298077,10.0
22,Conch vs H-optimus,10,0.9634383092046832,10.0
22,Conch vs H-optimus,30,0.9351069717449524,10.0
22,Conch vs H-optimus,50,0.9128303130845162,10.0
22,Conch vs H-optimus,70,0.8942682378234115,10.0
22,Conch vs H-optimus,90,0.8150541621420474,10.0
22,Conch vs MUSK,10,0.9770933340660021,10.0
22,Conch vs MUSK,30,0.955994641243718,10.0
22,Conch vs MUSK,50,0.9376379459670722,10.0
22,Conch vs MUSK,70,0.92413469985356,10.0
22,Conch vs MUSK,90,0.8376057988627251,10.0
22,H-optimus vs MUSK,10,0.9652882518681762,10.0
22,H-optimus vs MUSK,30,0.931972501058598,10.0
22,H-optimus vs MUSK,50,0.9000566157125096,10.0
22,H-optimus vs MUSK,70,0.877918808596711,10.0
22,H-optimus vs MUSK,90,0.7854176119506487,10.0
23,Conch vs H-optimus,10,0.9494274142867026,10.0
23,Conch vs H-optimus,30,0.9040033160662317,10.0
23,Conch vs H-optimus,50,0.8445744052450898,10.0
23,Conch vs H-optimus,70,0.8015434898420284,10.0
23,Conch vs H-optimus,90,0.8067334940573695,10.0
23,Conch vs MUSK,10,0.9542518222371925,10.0
23,Conch vs MUSK,30,0.9135287458160942,10.0
23,Conch vs MUSK,50,0.8581902540906341,10.0
23,Conch vs MUSK,70,0.8145151254691655,10.0
23,Conch vs MUSK,90,0.8183661922791645,10.0
23,H-optimus vs MUSK,10,0.9716523497692382,10.0
23,H-optimus vs MUSK,30,0.9408394163290312,10.0
23,H-optimus vs MUSK,50,0.9193663400526452,10.0
23,H-optimus vs MUSK,70,0.90325645526644,10.0
23,H-optimus vs MUSK,90,0.8161279461278774,10.0
24,Conch vs H-optimus,10,0.930519734564493,10.0
24,Conch vs H-optimus,30,0.8535777209022323,10.0
24,Conch vs H-optimus,50,0.782454428823422,10.0
24,Conch vs H-optimus,70,0.7282426364688732,10.0
24,Conch vs H-optimus,90,0.7635966110958626,10.0
24,Conch vs MUSK,10,0.9317703670862039,10.0
24,Conch vs MUSK,30,0.8538144280741804,10.0
24,Conch vs MUSK,50,0.7895164763176185,10.0
24,Conch vs MUSK,70,0.7343977266983569,10.0
24,Conch vs MUSK,90,0.7846594102917213,10.0
24,H-optimus vs MUSK,10,0.9738305448054417,10.0
24,H-optimus vs MUSK,30,0.9329620333354018,10.0
24,H-optimus vs MUSK,50,0.9063777738947953,10.0
24,H-optimus vs MUSK,70,0.8970439637124662,10.0
24,H-optimus vs MUSK,90,0.8249254621346942,10.0
25,Conch vs H-optimus,10,0.9222772416773852,10.0
25,Conch vs H-optimus,30,0.8274401227967118,10.0
25,Conch vs H-optimus,50,0.7417859630510147,10.0
25,Conch vs H-optimus,70,0.6929863317470798,10.0
25,Conch vs H-optimus,90,0.7615799895072889,10.0
25,Conch vs MUSK,10,0.9219915894252436,10.0
25,Conch vs MUSK,30,0.8280223513396437,10.0
25,Conch vs MUSK,50,0.7365864741372657,10.0
25,Conch vs MUSK,70,0.6825760862827552,10.0
25,Conch vs MUSK,90,0.7680072558092018,10.0
25,H-optimus vs MUSK,10,0.9766430429036914,10.0
25,H-optimus vs MUSK,30,0.9464107469889269,10.0
25,H-optimus vs MUSK,50,0.9122865863884729,10.0
25,H-optimus vs MUSK,70,0.8908051363763924,10.0
25,H-optimus vs MUSK,90,0.8224328725935757,10.0
26,Conch vs H-optimus,10,0.9462727687249423,10.0
26,Conch vs H-optimus,30,0.8720970293378258,10.0
26,Conch vs H-optimus,50,0.7867956039219779,10.0
26,Conch vs H-optimus,70,0.7006624109072512,10.0
26,Conch vs H-optimus,90,0.7708889327485974,10.0
26,Conch vs MUSK,10,0.94635359855358,10.0
26,Conch vs MUSK,30,0.8729022798860872,10.0
26,Conch vs MUSK,50,0.793111648168529,10.0
26,Conch vs MUSK,70,0.7123627407381865,10.0
26,Conch vs MUSK,90,0.7764362455521491,10.0
26,H-optimus vs MUSK,10,0.9742934253231035,10.0
26,H-optimus vs MUSK,30,0.9354874747561437,10.0
26,H-optimus vs MUSK,50,0.8924879033954493,10.0
26,H-optimus vs MUSK,70,0.850935920976022,10.0
26,H-optimus vs MUSK,90,0.8389075507520822,10.0
27,Conch vs H-optimus,10,0.9533030696821447,10.0
27,Conch vs H-optimus,30,0.9132063601360686,10.0
27,Conch vs H-optimus,50,0.8766047324010825,10.0
27,Conch vs H-optimus,70,0.8377381970005978,10.0
27,Conch vs H-optimus,90,0.7762352694337888,10.0
27,Conch vs MUSK,10,0.9804591659603424,10.0
27,Conch vs MUSK,30,0.9613294264839858,10.0
27,Conch vs MUSK,50,0.942827471807508,10.0
27,Conch vs MUSK,70,0.9313003465717224,10.0
27,Conch vs MUSK,90,0.7990384140417237,10.0
27,H-optimus vs MUSK,10,0.9525610443513768,10.0
27,H-optimus vs MUSK,30,0.9135134327763613,10.0
27,H-optimus vs MUSK,50,0.8716553082143802,10.0
27,H-optimus vs MUSK,70,0.8340856012998947,10.0
27,H-optimus vs MUSK,90,0.761594537537871,10.0
28,Conch vs H-optimus,10,0.9672879101967286,10.0
28,Conch vs H-optimus,30,0.9414601977856377,10.0
28,Conch vs H-optimus,50,0.9246193093653678,10.0
28,Conch vs H-optimus,70,0.921256646507259,10.0
28,Conch vs H-optimus,90,0.8583469953562691,10.0
28,Conch vs MUSK,10,0.9759600911710221,10.0
28,Conch vs MUSK,30,0.9562861831292832,10.0
28,Conch vs MUSK,50,0.9377844002121497,10.0
28,Conch vs MUSK,70,0.9153942377180471,10.0
28,Conch vs MUSK,90,0.7892108938546797,10.0
28,H-optimus vs MUSK,10,0.9653310817725829,10.0
28,H-optimus vs MUSK,30,0.9354097754711669,10.0
28,H-optimus vs MUSK,50,0.9088998300727479,10.0
28,H-optimus vs MUSK,70,0.8858316329657945,10.0
28,H-optimus vs MUSK,90,0.7721671566203793,10.0
29,Conch vs H-optimus,10,0.938017022084346,10.0
29,Conch vs H-optimus,30,0.8316695034995604,10.0
29,Conch vs H-optimus,50,0.711094742657202,10.0
29,Conch vs H-optimus,70,0.5441344643594554,10.0
29,Conch vs H-optimus,90,0.7542895020862613,10.0
29,Conch vs MUSK,10,0.9608236040023235,10.0
29,Conch vs MUSK,30,0.9089550749642772,10.0
29,Conch vs MUSK,50,0.8632668144863123,10.0
29,Conch vs MUSK,70,0.8206072689792445,10.0
29,Conch vs MUSK,90,0.7603778888992359,10.0
29,H-optimus vs MUSK,10,0.9408860031851547,10.0
29,H-optimus vs MUSK,30,0.8466966081520011,10.0
29,H-optimus vs MUSK,50,0.7389926089339742,10.0
29,H-optimus vs MUSK,70,0.5676428517653986,10.0
29,H-optimus vs MUSK,90,0.7536565937324582,10.0
30,Conch vs H-optimus,10,0.9339444204679701,10.0
30,Conch vs H-optimus,30,0.8504262321177164,10.0
30,Conch vs H-optimus,50,0.7810431912517164,10.0
30,Conch vs H-optimus,70,0.6456065980649306,10.0
30,Conch vs H-optimus,90,0.7729676195591314,10.0
30,Conch vs MUSK,10,0.9325080276217544,10.0
30,Conch vs MUSK,30,0.8395960802109776,10.0
30,Conch vs MUSK,50,0.7632287550853953,10.0
30,Conch vs MUSK,70,0.6420058745996612,10.0
30,Conch vs MUSK,90,0.7605921725080979,10.0
30,H-optimus vs MUSK,10,0.9508029842601824,10.0
30,H-optimus vs MUSK,30,0.8743997186124811,10.0
30,H-optimus vs MUSK,50,0.7934454982569284,10.0
30,H-optimus vs MUSK,70,0.698657283493545,10.0
30,H-optimus vs MUSK,90,0.748953423212517,10.0
31,Conch vs H-optimus,10,0.9744276850242514,10.0
31,Conch vs H-optimus,30,0.9569154012795985,10.0
31,Conch vs H-optimus,50,0.9545295588314444,10.0
31,Conch vs H-optimus,70,0.7844746924920767,10.0
31,Conch vs H-optimus,90,0.7778699001622985,10.0
31,Conch vs MUSK,10,0.9838813312782492,10.0
31,Conch vs MUSK,30,0.9724186490210504,10.0
31,Conch vs MUSK,50,0.974459386237114,10.0
31,Conch vs MUSK,70,0.8380556425662568,10.0
31,Conch vs MUSK,90,0.7664790580435097,10.0
31,H-optimus vs MUSK,10,0.9736586404192448,10.0
31,H-optimus vs MUSK,30,0.9546550405307376,10.0
31,H-optimus vs MUSK,50,0.9546558747121363,10.0
31,H-optimus vs MUSK,70,0.8270132250883674,10.0
31,H-optimus vs MUSK,90,0.8025293039966559,10.0
32,Conch vs H-optimus,10,0.9431746304161389,10.0
32,Conch vs H-optimus,30,0.9170931698020323,10.0
32,Conch vs H-optimus,50,0.7462102859225447,10.0
32,Conch vs H-optimus,70,0.595830868643898,10.0
32,Conch vs H-optimus,90,0.851681451078971,10.0
32,Conch vs MUSK,10,0.9718560031053448,10.0
32,Conch vs MUSK,30,0.9048533919342621,10.0
32,Conch vs MUSK,50,0.7648312050395091,10.0
32,Conch vs MUSK,70,0.7081567267485709,10.0
32,Conch vs MUSK,90,0.737340438716013,10.0
32,H-optimus vs MUSK,10,0.9274866390679575,10.0
32,H-optimus vs MUSK,30,0.8705060242437372,10.0
32,H-optimus vs MUSK,50,0.753927930019248,10.0
32,H-optimus vs MUSK,70,0.5546115958471651,10.0
32,H-optimus vs MUSK,90,0.7377862942191291,10.0
33,Conch vs H-optimus,10,0.9897307051080243,10.0
33,Conch vs H-optimus,30,0.8541282685515896,10.0
33,Conch vs H-optimus,50,0.8541282685515896,10.0
33,Conch vs H-optimus,70,0.6594931784399426,10.0
33,Conch vs H-optimus,90,0.8618285572508901,10.0
