metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.41865608739051785,0.8967310566568929,0.8683787564261484,0.9013558030128479,0.8773115873336792,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.41865613372481314,0.8967310536432793,0.8683787476085965,0.9013558030128479,0.8773115277290344,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.4174354077071176,12.5588471795847,14.08006951648331,12.363932609558105,13.782476425170898,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.4192463455227423,276.55408434823295,310.37735727947256,272.23944091796875,303.8250732421875,mann_whitney_u,0.0
