group,metric,direction,n,mean,std,median,p05,p25,p75,p95
all,cosine,higher=more_consistent,361644,0.8781847357749939,0.04295135661959648,0.8878354430198669,0.8018873929977417,0.8593848347663879,0.9069840908050537,0.9265631437301636
all,corr,higher=more_consistent,361644,0.8781847357749939,0.04295136407017708,0.8878355026245117,0.8018874526023865,0.8593847751617432,0.9069841504096985,0.9265631437301636
all,l2,lower=more_consistent,361644,13.553938865661621,2.2180123329162598,13.18065071105957,10.666069030761719,12.003854751586914,14.755157470703125,17.511302947998047
all,l1,lower=more_consistent,361644,298.67919921875,49.194969177246094,290.47735595703125,234.81834411621094,264.25750732421875,325.27227783203125,386.2364807128906
tumor,cosine,higher=more_consistent,125079,0.8967310786247253,0.025917822495102882,0.9013558030128479,0.8481091260910034,0.884565532207489,0.9141390323638916,0.92962247133255
non_tumor,cosine,higher=more_consistent,236565,0.8683788180351257,0.04676581546664238,0.8773115873336792,0.7877389788627625,0.8469358086585999,0.900095522403717,0.9234198927879333
tumor,corr,higher=more_consistent,125079,0.8967310786247253,0.02591782622039318,0.9013558030128479,0.8481091260910034,0.8845657110214233,0.9141390323638916,0.9296224117279053
non_tumor,corr,higher=more_consistent,236565,0.868378758430481,0.04676581919193268,0.8773115277290344,0.7877388596534729,0.8469357490539551,0.900095522403717,0.9234199523925781
tumor,l2,lower=more_consistent,125079,12.558846473693848,1.5128881931304932,12.363932609558105,10.441911697387695,11.534896850585938,13.374441146850586,15.337284088134766
non_tumor,l2,lower=more_consistent,236565,14.080069541931152,2.347374677658081,13.782476425170898,10.890793800354004,12.438387870788574,15.392454147338867,18.125825881958008
tumor,l1,lower=more_consistent,125079,276.5540771484375,33.62548828125,272.23944091796875,229.69500732421875,253.78260803222656,294.7005310058594,338.2904968261719
non_tumor,l1,lower=more_consistent,236565,310.3773498535156,52.02168273925781,303.8250732421875,239.8145294189453,273.9837951660156,339.27923583984375,400.0126037597656
