group,metric,direction,n,mean,std,median,p05,p25,p75,p95
all,cosine,higher=more_consistent,361644,0.9373545050621033,0.027911102399230003,0.9423196315765381,0.8848824501037598,0.9228318929672241,0.9575188159942627,0.9719211459159851
all,corr,higher=more_consistent,361644,0.9373545050621033,0.02791110798716545,0.9423196315765381,0.884882390499115,0.9228318929672241,0.9575188159942627,0.9719210863113403
all,l2,lower=more_consistent,361644,9.61415958404541,2.135497808456421,9.451042175292969,6.595594882965088,8.112013816833496,10.930034637451172,13.34817886352539
all,l1,lower=more_consistent,361644,212.11941528320312,47.25754165649414,208.45794677734375,145.39183044433594,178.84579467773438,241.22964477539062,294.719970703125
tumor,cosine,higher=more_consistent,125079,0.9474305510520935,0.0236800704151392,0.9529355764389038,0.9016472101211548,0.9371541142463684,0.96391761302948,0.9740645885467529
non_tumor,cosine,higher=more_consistent,236565,0.9320272207260132,0.028502363711595535,0.9363017678260803,0.8793806433677673,0.9168957471847534,0.9519814848899841,0.9691600203514099
tumor,corr,higher=more_consistent,125079,0.9474305510520935,0.023680074140429497,0.9529355764389038,0.90164715051651,0.9371541738510132,0.96391761302948,0.9740645885467529
non_tumor,corr,higher=more_consistent,236565,0.9320272207260132,0.028502369299530983,0.9363017678260803,0.8793807625770569,0.9168958067893982,0.9519814252853394,0.9691599607467651
tumor,l2,lower=more_consistent,125079,8.827614784240723,1.8736711740493774,8.539074897766113,6.338512897491455,7.476709365844727,9.867249488830566,12.342325210571289
non_tumor,l2,lower=more_consistent,236565,10.030030250549316,2.1483278274536133,9.929899215698242,6.911532878875732,8.622628211975098,11.34111499786377,13.664012908935547
tumor,l1,lower=more_consistent,125079,194.7783966064453,41.51939010620117,188.3323974609375,139.6141815185547,164.75454711914062,217.8909149169922,272.534912109375
non_tumor,l1,lower=more_consistent,236565,221.28810119628906,47.534828186035156,219.02688598632812,152.21902465820312,190.17117309570312,250.27220153808594,301.79156494140625
