metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.36626104845436025,0.9474304353558273,0.9320273074726728,0.9529355764389038,0.9363017678260803,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.36626104422986216,0.9474304355016473,0.9320273052108383,0.9529355764389038,0.9363017678260803,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.3655703070856311,8.827614107973254,10.0300309811302,8.539074897766113,9.929899215698242,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.3640188213510752,194.77840366966933,221.28808304764087,188.3323974609375,219.02688598632812,mann_whitney_u,0.0
