auc,best_threshold_original_score_space,best_J,tp,fp,tn,fn,sensitivity,specificity,accuracy,score_direction,metric,column,n,tumor_n,non_tumor_n
0.6831305242271801,0.945380449295044,0.2846126166657194,79803,83604,152961,45276,0.6380207708728084,0.6465918457929111,0.6436274347148024,higher=more_tumor,cosine,cosine,361644,125079,236565
0.6831305221149311,0.9453805685043335,0.2846126166657194,79803,83604,152961,45276,0.6380207708728084,0.6465918457929111,0.6436274347148024,higher=more_tumor,corr,corr,361644,125079,236565
0.6827851535428155,9.199134826660156,0.28393764795078524,79800,83758,152807,45279,0.6379967860312282,0.645940861919557,0.6431933061242547,lower=more_tumor,l2,l2,361644,125079,236565
0.6820094106755376,202.8487548828125,0.28231347688710934,79572,83711,152854,45507,0.6361739380711391,0.6461395388159702,0.6426928139275088,lower=more_tumor,l1,l1,361644,125079,236565
