metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.3836827667935867,0.9860687636702171,0.9789245070343432,0.9879623651504517,0.9826768636703491,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.3836827263397926,0.9860687628029216,0.9789245059529358,0.9879624247550964,0.9826769232749939,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.38305324127536156,4.510193681525161,5.460147899130379,4.317316055297852,5.176212787628174,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.37987445966655997,100.02322465645926,120.87331980936922,95.77174377441406,114.613525390625,mann_whitney_u,0.0
