auc,best_threshold_original_score_space,best_J,tp,fp,tn,fn,sensitivity,specificity,accuracy,score_direction,metric,column,n,tumor_n,non_tumor_n
0.732798333258804,0.9648492336273193,0.3437298509340702,87449,84080,152485,37630,0.6991501371133444,0.6445797138207258,0.6634535620665627,higher=more_tumor,corr,corr,361644,125079,236565
0.7327983297271234,0.9648491144180298,0.3437298509340702,87449,84080,152485,37630,0.6991501371133444,0.6445797138207258,0.6634535620665627,higher=more_tumor,cosine,cosine,361644,125079,236565
0.7327186127377706,163.33364868164062,0.3433836746379129,87356,83986,152579,37723,0.6984066070243606,0.6449770676135523,0.6634563272168209,lower=more_tumor,l1,l1,361644,125079,236565
0.7326590264113775,7.3769354820251465,0.34339332971148184,87427,84118,152447,37652,0.6989742482750901,0.6444190814363917,0.6632876530510669,lower=more_tumor,l2,l2,361644,125079,236565
