group,metric,direction,n,mean,std,median,p05,p25,p75,p95
all,cosine,higher=more_consistent,361644,0.8906824588775635,0.037402793765068054,0.8981989026069641,0.8215449452400208,0.8732626438140869,0.9164614677429199,0.9352736473083496
all,corr,higher=more_consistent,361644,0.8906824588775635,0.037402790039777756,0.8981989026069641,0.8215450048446655,0.8732626438140869,0.9164614677429199,0.9352737665176392
all,l2,lower=more_consistent,361644,12.843452453613281,2.0807394981384277,12.556621551513672,10.014997482299805,11.376663208007812,14.008285522460938,16.619047164916992
all,l1,lower=more_consistent,361644,283.0561218261719,46.44077682495117,276.46429443359375,220.30857849121094,250.2540283203125,308.9001159667969,367.52044677734375
tumor,cosine,higher=more_consistent,125079,0.9069007635116577,0.025903359055519104,0.9116087555885315,0.8578739762306213,0.8950285911560059,0.9242416620254517,0.9392492175102234
non_tumor,cosine,higher=more_consistent,236565,0.8821074366569519,0.03963925689458847,0.8891069889068604,0.8094413876533508,0.8636102080345154,0.9092297554016113,0.9311490058898926
tumor,corr,higher=more_consistent,125079,0.9069007635116577,0.025903360918164253,0.9116086959838867,0.8578738570213318,0.8950286507606506,0.9242416620254517,0.9392492771148682
non_tumor,corr,higher=more_consistent,236565,0.8821074366569519,0.03963926061987877,0.8891069889068604,0.809441328048706,0.8636102080345154,0.9092297554016113,0.9311490654945374
tumor,l2,lower=more_consistent,125079,11.905482292175293,1.5850248336791992,11.703728675842285,9.703398704528809,10.835926055908203,12.753581047058105,14.83523178100586
non_tumor,l2,lower=more_consistent,236565,13.339384078979492,2.139895439147949,13.10234546661377,10.327482223510742,11.857574462890625,14.529752731323242,17.173152923583984
tumor,l1,lower=more_consistent,125079,261.802001953125,34.985408782958984,257.2755126953125,213.31837463378906,238.20956420898438,280.4435119628906,326.5755920410156
non_tumor,l1,lower=more_consistent,236565,294.2939147949219,47.79948806762695,288.8962097167969,227.29222106933594,261.18865966796875,320.8394775390625,380.10821533203125
