metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.42312671109716327,0.9069007810238787,0.8821074317550925,0.9116087555885315,0.8891069889068604,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.42312679264687514,0.9069007985394355,0.8821074441287915,0.9116086959838867,0.8891069889068604,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.42217102127113937,11.905483250637843,13.33938539806267,11.703728675842285,13.10234546661377,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.42941742609299294,261.80197598320984,294.2939108726523,257.2755126953125,288.8962097167969,mann_whitney_u,0.0
