auc,best_threshold_original_score_space,best_J,tp,fp,tn,fn,sensitivity,specificity,accuracy,score_direction,metric,column,n,tumor_n,non_tumor_n
0.6469742960125948,0.9938958287239075,0.22181275926037547,85768,109742,126823,39311,0.685710630881283,0.5361021283790924,0.5878460585548219,higher=more_tumor,corr,corr,361644,125079,236565
0.64697422602111,0.9938958287239075,0.22180853209236667,85768,109743,126822,39311,0.685710630881283,0.5360979012110836,0.5878432934045636,higher=more_tumor,cosine,cosine,361644,125079,236565
0.6465859764610928,3.072270393371582,0.22123665971949813,85651,109657,126908,39428,0.6847752220596584,0.5364614376598398,0.5877575737465573,lower=more_tumor,l2,l2,361644,125079,236565
0.6446905927360148,67.27311706542969,0.21783511968239,82952,105357,131208,42127,0.6631968595847424,0.5546382600976476,0.5921845793100398,lower=more_tumor,l1,l1,361644,125079,236565
