metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.29394845204222,0.9943693359644284,0.9920765679183892,0.9950531721115112,0.9936181306838989,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.29394859202518986,0.9943693359310709,0.9920765672995782,0.9950531721115112,0.9936181306838989,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.29317195292218545,2.8770224958314397,3.3361207815940315,2.767343759536743,3.142021417617798,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.28938118547202996,63.83234697872788,73.8917054961132,61.41661071777344,69.61083984375,mann_whitney_u,0.0
