auc,best_threshold_original_score_space,best_J,tp,fp,tn,fn,sensitivity,specificity,accuracy,score_direction,metric,column,n,tumor_n,non_tumor_n
0.502619354255451,1.0,0.006034627562786166,32829,64314,17610,8670,0.7910793031157377,0.21495532444704848,0.40866775236382197,higher=more_tumor,cosine,cosine,123423,41499,81924
0.5009790870559219,1.0,0.0019226640007592444,32708,64412,17512,8791,0.788163570206511,0.21375909379424832,0.40689336671446974,higher=more_tumor,corr,corr,123423,41499,81924
0.5001525804404081,0.0,0.0003051608808163353,41499,81899,25,0,1.0,0.00030516088081636636,0.3364364826653055,lower=more_tumor,l2,l2,123423,41499,81924
0.5001525804404081,0.0,0.0003051608808163353,41499,81899,25,0,1.0,0.00030516088081636636,0.3364364826653055,lower=more_tumor,l1,l1,123423,41499,81924
