metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.33978114338913423,0.9996379602325111,0.999476776533891,0.9997113943099976,0.9995779991149902,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.33978211259039237,0.9996379604712555,0.999476776386495,0.9997113347053528,0.9995779991149902,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.3392990989194332,0.7146651973844281,0.8556156258869244,0.6685590147972107,0.8080055117607117,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.3383299668755564,15.822647247698427,18.936528424495265,14.8082914352417,17.87716293334961,mann_whitney_u,0.0
