group,metric,direction,n,mean,std,median,p05,p25,p75,p95
all,cosine,higher=more_consistent,361644,0.9995326995849609,0.00036954740062355995,0.9996296763420105,0.998903751373291,0.9994323253631592,0.9997530579566956,0.9998527765274048
all,corr,higher=more_consistent,361644,0.9995326995849609,0.0003695474879350513,0.9996296763420105,0.9989038109779358,0.9994322657585144,0.9997531175613403,0.9998527765274048
all,l2,lower=more_consistent,361644,0.8068662881851196,0.26881492137908936,0.7570135593414307,0.47750481963157654,0.6182810664176941,0.9371236562728882,1.3020472526550293
all,l1,lower=more_consistent,361644,17.85955047607422,5.950270652770996,16.75823211669922,10.568248748779297,13.685178756713867,20.745019912719727,28.812620162963867
tumor,cosine,higher=more_consistent,125079,0.999638020992279,0.0002688465756364167,0.9997113943099976,0.999173104763031,0.999568521976471,0.9997963309288025,0.9998692274093628
non_tumor,cosine,higher=more_consistent,236565,0.9994768500328064,0.00040195774636231363,0.9995779991149902,0.9988009333610535,0.9993647336959839,0.9997154474258423,0.9998343586921692
tumor,corr,higher=more_consistent,125079,0.999638020992279,0.0002688467502593994,0.9997113347053528,0.9991730451583862,0.999568521976471,0.9997963309288025,0.9998692274093628
non_tumor,corr,higher=more_consistent,236565,0.9994768500328064,0.0004019577754661441,0.9995779991149902,0.9988009333610535,0.9993647336959839,0.9997154474258423,0.9998343586921692
tumor,l2,lower=more_consistent,125079,0.7146652936935425,0.22300471365451813,0.6685590147972107,0.4500615894794464,0.5616359114646912,0.817274272441864,1.1310092210769653
non_tumor,l2,lower=more_consistent,236565,0.8556156158447266,0.278033584356308,0.8080055117607117,0.5063993334770203,0.6636202335357666,0.9912117719650269,1.3618345260620117
tumor,l1,lower=more_consistent,125079,15.822647094726562,4.935815334320068,14.8082914352417,9.955925941467285,12.43139934539795,18.100692749023438,25.051240921020508
non_tumor,l1,lower=more_consistent,236565,18.9365291595459,6.15557861328125,17.87716293334961,11.205106735229492,14.68416976928711,21.934711456298828,30.133432388305664
