metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.2526049170724538,0.9767030336006911,0.9719454804658159,0.9802287220954895,0.9746577739715576,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.2526049228515672,0.9767030327605583,0.9719454792060217,0.9802287817001343,0.9746577739715576,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.25191847228868647,5.808194477853455,6.392888336913153,5.53360652923584,6.262481689453125,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.24934102666285118,128.51497956071913,141.31240162946077,122.48053741455078,138.39532470703125,mann_whitney_u,0.0
