metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.4693741497799362,0.9689679803408824,0.9433650516844874,0.9747780561447144,0.9540765285491943,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.46937413697125785,0.968967979058524,0.9433650485171127,0.9747780561447144,0.9540766477584839,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.46910007961730804,6.610097516904854,8.854187196992656,6.250249862670898,8.428630828857422,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.46910699177493775,146.44268819502923,196.1511948100278,138.45932006835938,186.72235107421875,mann_whitney_u,0.0
