group,metric,direction,n,mean,std,median,p05,p25,p75,p95
all,cosine,higher=more_consistent,361644,0.9970036745071411,0.0016988235292956233,0.9973829388618469,0.9938424825668335,0.9962847232818604,0.9981549382209778,0.9988560080528259
all,corr,higher=more_consistent,361644,0.9970036745071411,0.0016988236457109451,0.9973829984664917,0.9938424825668335,0.9962846636772156,0.9981549382209778,0.9988559484481812
all,l2,lower=more_consistent,361644,2.0757250785827637,0.5728294849395752,2.012507915496826,1.3310626745224,1.6901886463165283,2.397472620010376,3.086052894592285
all,l1,lower=more_consistent,361644,45.970550537109375,12.672447204589844,44.56305694580078,29.52297019958496,37.45466613769531,53.06951904296875,68.31912994384766
tumor,cosine,higher=more_consistent,125079,0.997380793094635,0.0015785745345056057,0.9978011250495911,0.9944607615470886,0.9968541860580444,0.9983890652656555,0.9989094734191895
non_tumor,cosine,higher=more_consistent,236565,0.9968043565750122,0.0017261072061955929,0.9971432685852051,0.9936047792434692,0.9960415959358215,0.9979628324508667,0.9987964034080505
tumor,corr,higher=more_consistent,125079,0.997380793094635,0.001578574301674962,0.9978011846542358,0.9944608211517334,0.9968541860580444,0.9983890652656555,0.9989094138145447
non_tumor,corr,higher=more_consistent,236565,0.9968043565750122,0.0017261073226109147,0.9971433877944946,0.9936046600341797,0.9960415959358215,0.9979628324508667,0.9987964034080505
tumor,l2,lower=more_consistent,125079,1.94364595413208,0.5268643498420715,1.8453930616378784,1.2995309829711914,1.5794910192489624,2.2068231105804443,2.92830228805542
non_tumor,l2,lower=more_consistent,236565,2.145559310913086,0.5837458372116089,2.1023447513580322,1.3652499914169312,1.7756717205047607,2.4743337631225586,3.1450552940368652
tumor,l1,lower=more_consistent,125079,43.07057189941406,11.646363258361816,40.90351104736328,28.850919723510742,35.020660400390625,48.881446838378906,64.8501205444336
non_tumor,l1,lower=more_consistent,236565,47.50385284423828,12.92233943939209,46.53301239013672,30.24159049987793,39.32405090332031,54.7642822265625,69.64042663574219
