slide,modelA,modelB,pattern,n_tiles,fg_thresh,hard_thresh,soft_mean,soft_median,soft_std,hard_mean,hard_median,hard_std
TCGA-KL-8334-01Z-00-DX1.bc0857e2-938f-497a-ab63-38bc87e1af30_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9843965410726417,0.9857595082719437,0.009230471516902556,0.8892910123521073,0.9068052517263888,0.07293882277935712
TCGA-KL-8334-01Z-00-DX1.bc0857e2-938f-497a-ab63-38bc87e1af30_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9827554295783628,0.985697760245722,0.013067945516273419,0.8523118679036391,0.8765102120360515,0.12197370623887198
TCGA-KL-8334-01Z-00-DX1.bc0857e2-938f-497a-ab63-38bc87e1af30_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9835350135851949,0.9899419457406607,0.014605444052032898,0.8551174028425125,0.8948383124613899,0.1166147461522299
TCGA-KL-8336-01Z-00-DX1.bfba9373-efa8-4573-8ee6-8ac961f0b65a_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9844550725092597,0.9866616350617221,0.009239405874599836,0.8932035945326033,0.9094852315736172,0.07472442876898937
TCGA-KL-8336-01Z-00-DX1.bfba9373-efa8-4573-8ee6-8ac961f0b65a_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9813394031478349,0.9835279050333734,0.01205211312476694,0.8563915903694884,0.8952068416089622,0.11722265958066175
TCGA-KL-8336-01Z-00-DX1.bfba9373-efa8-4573-8ee6-8ac961f0b65a_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9835258289082435,0.9882946596220563,0.013788084802869966,0.8739750618930238,0.9088181627078256,0.1065363572114457
TCGA-KL-8337-01Z-00-DX1.78306056-304b-44c3-87cd-46d3785b7204_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9876940672966589,0.989421341869257,0.006525060832694157,0.8978243970710662,0.9144689793297094,0.061175620827939106
TCGA-KL-8337-01Z-00-DX1.78306056-304b-44c3-87cd-46d3785b7204_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9836681945868121,0.987377556904133,0.012459452050845428,0.845229501991668,0.8737170855541796,0.12203387903671917
TCGA-KL-8337-01Z-00-DX1.78306056-304b-44c3-87cd-46d3785b7204_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9818418343450064,0.98665807550535,0.014645064679783725,0.8384428294177684,0.8703145010536971,0.11721770555818957
TCGA-KL-8338-01Z-00-DX1.c3febc9e-8adc-49e0-9ce1-9d2dcc79c09c_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9889086265401866,0.989217606728257,0.005852759316779222,0.8876664197572361,0.8968116664283424,0.07135789470920004
TCGA-KL-8338-01Z-00-DX1.c3febc9e-8adc-49e0-9ce1-9d2dcc79c09c_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9877464095798208,0.989322361092275,0.007917556684041212,0.8466672695138232,0.8774786605685774,0.11872358540135221
TCGA-KL-8338-01Z-00-DX1.c3febc9e-8adc-49e0-9ce1-9d2dcc79c09c_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.990500778144613,0.9940928315217059,0.00792196326209925,0.8614991182660128,0.9112412821865716,0.11260607986498535
TCGA-KL-8339-01Z-00-DX1.5826ea77-f0a1-4b47-acd7-62a6ba878dec_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.984426664984463,0.9869549302417839,0.009545361293181827,0.9065188121806419,0.9397913432711764,0.12815337476344305
TCGA-KL-8339-01Z-00-DX1.5826ea77-f0a1-4b47-acd7-62a6ba878dec_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.980125032997723,0.9831336226865257,0.014614057480718347,0.8829154835714368,0.9238678176493968,0.13093129090563765
TCGA-KL-8339-01Z-00-DX1.5826ea77-f0a1-4b47-acd7-62a6ba878dec_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9790407447991336,0.9867648352004521,0.01946441340265638,0.8586051848090271,0.9248016697715399,0.169968086414598
TCGA-KL-8340-01Z-00-DX1.85fe33f4-87d5-4e36-9389-d093cde30f80_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9827880145973279,0.9859415187071656,0.0122436460493954,0.9074821661932901,0.9216922851070277,0.05392174233038778
TCGA-KL-8340-01Z-00-DX1.85fe33f4-87d5-4e36-9389-d093cde30f80_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9836402081464318,0.9856294399090835,0.010702210362361712,0.8860481744989863,0.9202490704360602,0.0961082687212761
TCGA-KL-8340-01Z-00-DX1.85fe33f4-87d5-4e36-9389-d093cde30f80_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9874285061609391,0.9916986655967397,0.010531908733491762,0.8884053486876976,0.915957370249052,0.09681153657490345
TCGA-KL-8341-01Z-00-DX1.eb0da21c-75f5-4de5-a753-12666eff0030_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9906654178209913,0.9928357180455083,0.005776770669546194,0.9022649425135073,0.9164015641912158,0.05888902804408284
TCGA-KL-8341-01Z-00-DX1.eb0da21c-75f5-4de5-a753-12666eff0030_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9898805580490375,0.9925873293951337,0.007463310813758199,0.8573972140526332,0.8949454586361967,0.11035190823617241
TCGA-KL-8341-01Z-00-DX1.eb0da21c-75f5-4de5-a753-12666eff0030_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9900845071668762,0.9933911036426917,0.008363991576548834,0.8451695988598337,0.891712621919597,0.10813321564515936
TCGA-KL-8342-01Z-00-DX1.a0dac779-03d7-4041-9e56-b33e548d5567_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9854167874966842,0.9875236673424261,0.008601685092250353,0.8366553843853769,0.8689488927850983,0.10017618699677348
TCGA-KL-8342-01Z-00-DX1.a0dac779-03d7-4041-9e56-b33e548d5567_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.982108998565147,0.9826355630779076,0.009964090302916168,0.754748889815583,0.7577685021933454,0.14667687171272978
TCGA-KL-8342-01Z-00-DX1.a0dac779-03d7-4041-9e56-b33e548d5567_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9826832492250068,0.9873475361346447,0.012304882553300608,0.7806441819663776,0.8406070050315739,0.1469207254408237
TCGA-KL-8343-01Z-00-DX1.e5aeff79-6d98-4c53-923e-a8fe204fbb43_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9867549098359149,0.987159578407315,0.0058942655137334,0.937384970702761,0.9431245692834545,0.03492291131544528
TCGA-KL-8343-01Z-00-DX1.e5aeff79-6d98-4c53-923e-a8fe204fbb43_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9827638581870114,0.9857396195623882,0.010943377021999035,0.9023434206709586,0.9343448013791821,0.08087212416794344
TCGA-KL-8343-01Z-00-DX1.e5aeff79-6d98-4c53-923e-a8fe204fbb43_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9828979078426129,0.9882609433548024,0.012468064174383908,0.8877892838628136,0.9129251420130813,0.08449235118213892
TCGA-KL-8344-01Z-00-DX1.fdcc3157-799f-42ed-99dc-b13d381d9230_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9848017346293533,0.9864184505799165,0.0073934306591507785,0.8980755643569842,0.9208263369160574,0.06072535247398259
TCGA-KL-8344-01Z-00-DX1.fdcc3157-799f-42ed-99dc-b13d381d9230_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9784796571513781,0.9819965862761213,0.015578500182838075,0.8451719787223747,0.8929170176583416,0.1505002875049205
TCGA-KL-8344-01Z-00-DX1.fdcc3157-799f-42ed-99dc-b13d381d9230_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9782008109871856,0.9859188672660661,0.018713546216541546,0.8457047234567177,0.893503488899487,0.14824831268264718
TCGA-KL-8345-01Z-00-DX1.e6265e77-7c45-4e54-a703-6d2013aba525_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9846872339647449,0.9862659655617549,0.007828457464751724,0.9142901954563957,0.9265697467809774,0.05263554841613457
TCGA-KL-8345-01Z-00-DX1.e6265e77-7c45-4e54-a703-6d2013aba525_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9810328161181074,0.983435500551475,0.012567299158493465,0.8755678394701458,0.9167331309261435,0.11871383683083968
TCGA-KL-8345-01Z-00-DX1.e6265e77-7c45-4e54-a703-6d2013aba525_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9813885425624461,0.987994891155624,0.014080422395756137,0.8687196001824775,0.9163682986543953,0.11545444214219226
TCGA-KL-8346-01Z-00-DX1.af2fc9c2-98b7-471f-9777-08c7cc8c734e_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9813878701823842,0.9831338530312219,0.010779409249319137,0.8708262237883734,0.9192658914609033,0.17494240498352248
TCGA-KL-8346-01Z-00-DX1.af2fc9c2-98b7-471f-9777-08c7cc8c734e_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9856342165332341,0.9869181737209296,0.008457216482610492,0.9196179696849944,0.9352698721354282,0.07017895142204959
TCGA-KL-8346-01Z-00-DX1.af2fc9c2-98b7-471f-9777-08c7cc8c734e_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9895816150319502,0.9919685259927005,0.007187188323688713,0.8559868879643724,0.9166929416802536,0.18389181509125055
TCGA-KM-8438-01Z-00-DX1.1106521B-3563-43AA-8971-18560BAC51C4_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9886099429499171,0.9906518535815894,0.006680118306210777,0.9006996937292249,0.9140757092328156,0.05910445456319391
TCGA-KM-8438-01Z-00-DX1.1106521B-3563-43AA-8971-18560BAC51C4_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9779814195707033,0.983268339989601,0.015302099005093961,0.7850887567287255,0.8469782625330706,0.1605448765019727
TCGA-KM-8438-01Z-00-DX1.1106521B-3563-43AA-8971-18560BAC51C4_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.980624191772129,0.9839553947879063,0.0128193447227238,0.7689427746271045,0.827801083499342,0.15707757564661867
TCGA-KM-8439-01Z-00-DX1.F99904A8-21AB-476A-BFE5-B8FAB44FEB4D_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.984485910177833,0.985714716439353,0.008746768024578367,0.9210629309213699,0.93090504615801,0.0429958793307982
TCGA-KM-8439-01Z-00-DX1.F99904A8-21AB-476A-BFE5-B8FAB44FEB4D_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9803100900716284,0.9838490390433363,0.015342376884575694,0.8687289059217743,0.9116651975866013,0.12395673984866576
TCGA-KM-8439-01Z-00-DX1.F99904A8-21AB-476A-BFE5-B8FAB44FEB4D_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9803168471307582,0.987907814538366,0.01842110009395804,0.8753901312497967,0.9264455152189266,0.12964828282627963
TCGA-KM-8440-01Z-00-DX1.528E053C-E8A4-464F-BE47-412836B1C31B_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9842975628231855,0.9878040415017318,0.01095995279373647,0.9108756761265708,0.9321711667762544,0.06940360082667467
TCGA-KM-8440-01Z-00-DX1.528E053C-E8A4-464F-BE47-412836B1C31B_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9798722932905918,0.9836988049874303,0.013185451805374613,0.8369444500365101,0.8714237450707554,0.1252558386581403
TCGA-KM-8440-01Z-00-DX1.528E053C-E8A4-464F-BE47-412836B1C31B_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9797361359775644,0.9845369063207818,0.014705712133149647,0.8392971439339221,0.8859983267649785,0.12428032715110734
TCGA-KM-8441-01Z-00-DX1.D2CA0ADE-7EDF-49A6-989C-2761F1CFE340_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9833306229415142,0.9836420854266048,0.00805333417712089,0.9412044508754781,0.9515118047019702,0.03893160996750888
TCGA-KM-8441-01Z-00-DX1.D2CA0ADE-7EDF-49A6-989C-2761F1CFE340_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.979927545514262,0.9825899404385208,0.011520399049517186,0.9248117798646522,0.9419449631347037,0.05430822846516053
TCGA-KM-8441-01Z-00-DX1.D2CA0ADE-7EDF-49A6-989C-2761F1CFE340_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9822155547273423,0.9873206702017929,0.012661521280407269,0.9333379114301078,0.9548791037654951,0.05461186635545565
TCGA-KM-8442-01Z-00-DX1.46835CE2-819D-4887-9633-422BC9F5E366_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9897386351987225,0.9919878001714348,0.006907746237503827,0.9317390399435298,0.9392240034989426,0.031094412414144956
TCGA-KM-8442-01Z-00-DX1.46835CE2-819D-4887-9633-422BC9F5E366_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9872254597139244,0.9905988497498517,0.009381273978582256,0.8987616654410627,0.9328835154864636,0.10263365961337241
TCGA-KM-8442-01Z-00-DX1.46835CE2-819D-4887-9633-422BC9F5E366_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9885611504406663,0.9928434872801915,0.009114571118160646,0.8864604984247557,0.9272334751086053,0.10166013133867405
TCGA-KM-8443-01Z-00-DX1.A97D876A-6453-4335-B805-C54529D3915F_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9806279192915097,0.9830672113730314,0.011429148331569374,0.8902480111259774,0.9216781848131046,0.11642931036242453
TCGA-KM-8443-01Z-00-DX1.A97D876A-6453-4335-B805-C54529D3915F_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9725772270216808,0.9782425734849594,0.019881029920032448,0.8345500338078505,0.8764501733221886,0.1396179294268486
TCGA-KM-8443-01Z-00-DX1.A97D876A-6453-4335-B805-C54529D3915F_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9689687993883156,0.9772595353780986,0.025226338636747243,0.8449767600825622,0.904265919873376,0.1685679560484184
TCGA-KM-8476-01Z-00-DX1.BDC7C35E-1B36-4CF6-9CF0-B63C68724EF2_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9884763126062809,0.9899021999257687,0.006594424707718968,0.925866208025833,0.9338106393773372,0.04052749435102049
TCGA-KM-8476-01Z-00-DX1.BDC7C35E-1B36-4CF6-9CF0-B63C68724EF2_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9857689463747328,0.9886223416020117,0.012513360252452392,0.8959620108132866,0.9345931194279967,0.11455949782000886
TCGA-KM-8476-01Z-00-DX1.BDC7C35E-1B36-4CF6-9CF0-B63C68724EF2_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9871614418139256,0.9918045105501924,0.012529264869697458,0.8827898704922275,0.9144780055571533,0.11037473263912538
TCGA-KM-8477-01Z-00-DX1.5419F74B-EE1C-47C3-A5A7-B22768E613A8_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.990385882802729,0.9913642290294931,0.00584542646215696,0.9088030442687355,0.9300420661233376,0.10346558458553068
TCGA-KM-8477-01Z-00-DX1.5419F74B-EE1C-47C3-A5A7-B22768E613A8_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9873850414405224,0.9904796877204763,0.010256217672919487,0.8716532478331834,0.9063252476207402,0.10746677544288591
TCGA-KM-8477-01Z-00-DX1.5419F74B-EE1C-47C3-A5A7-B22768E613A8_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9856189328428637,0.9904641284261655,0.012390799322003255,0.8423143665064081,0.8956874293966184,0.1378869236903927
TCGA-KM-8639-01Z-00-DX1.13E1C61C-16F6-4FC5-B1D2-DDBF7DE16639_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9874664388994572,0.9902605972368999,0.013699669844558249,0.890316730378851,0.9107056489941245,0.0679239470673464
TCGA-KM-8639-01Z-00-DX1.13E1C61C-16F6-4FC5-B1D2-DDBF7DE16639_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9866204877996771,0.9884505562557351,0.011023662965836992,0.844157668939755,0.8684263765957763,0.1209716788988659
TCGA-KM-8639-01Z-00-DX1.13E1C61C-16F6-4FC5-B1D2-DDBF7DE16639_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9897027017435466,0.9926913968997446,0.007501494914851045,0.8553917612615993,0.9033194556039634,0.11833979903073037
TCGA-KM-A7QA-01Z-00-DX1.971BE7D3-6E83-44C9-AFC4-50FE85E9C982_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9853419397184477,0.9921491582164002,0.01999520594732105,0.9260139925615596,0.9317020895109994,0.037401309600898935
TCGA-KM-A7QA-01Z-00-DX1.971BE7D3-6E83-44C9-AFC4-50FE85E9C982_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9851708938476768,0.9892129981512703,0.014770446102439137,0.8898146156385885,0.9156340415506767,0.09060687553857198
TCGA-KM-A7QA-01Z-00-DX1.971BE7D3-6E83-44C9-AFC4-50FE85E9C982_patches_images,musk,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.990210536115844,0.9932366165419994,0.007887282349039786,0.8808113142045367,0.9126430123325449,0.09355114362023349
TCGA-KM-A7QB-01Z-00-DX1.CC441A0F-8A5C-4406-8A8D-86CB62E7B114_patches_images,conch,musk,*_L-1_Havg.png,100,p10,otsu,0.9864998839605625,0.9889745348960715,0.009248522193089987,0.8988836388014243,0.9273014282314593,0.07355723932581583
TCGA-KM-A7QB-01Z-00-DX1.CC441A0F-8A5C-4406-8A8D-86CB62E7B114_patches_images,conch,hoptimus,*_L-1_Havg.png,100,p10,otsu,0.9809882685157025,0.9847036733332077,0.014632996633470504,0.820773958188472,0.8713922485644685,0.1448442142384608
