metric,direction,n_tumor,n_non_tumor,p_value,effect_cliffs_delta,mean_tumor,mean_non_tumor,median_tumor,median_non_tumor,test,q_value_bh
cosine,higher=more_consistent,125079,236565,0.0,0.3982715835307682,0.8984481309955967,0.8723216120658764,0.9034402370452881,0.881174623966217,mann_whitney_u,0.0
corr,higher=more_consistent,125079,236565,0.0,0.3982716827219841,0.8984481432725934,0.8723216174613232,0.9034402370452881,0.8811745643615723,mann_whitney_u,0.0
l2,lower=more_consistent,125079,236565,0.0,-0.39709815448715124,12.441835389397914,13.863922959872877,12.233365058898926,13.563316345214844,mann_whitney_u,0.0
l1,lower=more_consistent,125079,236565,0.0,-0.4025962208501225,273.7685878697759,305.8292388327117,269.11895751953125,298.9959716796875,mann_whitney_u,0.0
